full_name,stargazers_count,forks_count,subscribers_count,open_issues_count,size,network_count,language,has_wiki,has_pages,has_issues,topics_count,age_days,created_at,pushed_at
blakeblackshear/frigate,31995,3093,241,124,121602,3093,TypeScript,True,True,True,12,2668,2019-01-26T13:52:38Z,2026-05-17T20:40:36Z
linexjlin/GPTs,31991,4393,340,13,718,4393,,True,False,True,0,919,2023-11-11T03:24:16Z,2024-09-27T03:31:47Z
motiondivision/motion,31985,1169,112,121,1659940,1169,TypeScript,False,False,True,6,2740,2018-11-16T09:48:38Z,2026-05-15T13:42:38Z
hasura/graphql-engine,31966,2881,314,2370,5194964,2881,TypeScript,True,True,True,15,2891,2018-06-18T07:57:36Z,2026-05-18T07:41:28Z
dokku/dokku,31883,2034,337,30,23690,2034,Shell,True,False,True,11,4727,2013-06-08T10:26:57Z,2026-05-17T06:58:54Z
niklasvh/html2canvas,31858,4885,494,1051,117300,4885,TypeScript,False,True,True,3,5420,2011-07-16T01:05:58Z,2024-07-18T07:26:56Z
airbnb/lottie-web,31850,2922,441,848,358131,2922,JavaScript,True,False,True,0,4104,2015-02-20T21:02:59Z,2025-09-01T09:01:31Z
kepano/obsidian-skills,31835,2217,190,38,42,2217,,True,False,True,9,135,2026-01-02T21:45:11Z,2026-05-07T20:24:08Z
conductor-oss/conductor,31834,895,48,164,38795,895,Java,False,True,True,14,892,2023-12-08T06:06:09Z,2026-05-18T01:00:28Z
Trinea/android-open-project,31831,11848,3515,31,2181,11848,,True,False,True,2,4515,2014-01-05T15:20:15Z,2026-03-25T01:04:16Z
kubernetes/minikube,31808,5224,471,606,300159,5224,Go,False,False,True,6,3684,2016-04-15T22:38:35Z,2026-05-14T19:10:02Z
telegramdesktop/tdesktop,31802,6723,897,985,274720,6723,C++,True,True,True,5,4398,2014-05-02T12:36:31Z,2026-05-18T09:08:34Z
waydabber/BetterDisplay,31770,606,83,144,15831,606,,True,True,True,17,1667,2021-10-24T08:32:56Z,2026-05-15T10:15:03Z
codex-team/editor.js,31763,2236,244,690,20680,2236,TypeScript,False,False,True,8,3823,2015-11-28T20:56:35Z,2026-05-06T17:09:51Z
amix/vimrc,31761,7265,771,21,32472,7265,Vim Script,True,False,True,0,5101,2012-05-29T16:19:29Z,2024-10-06T08:26:02Z
containers/podman,31713,3114,221,1081,178920,3114,Go,True,False,True,5,3119,2017-11-01T15:01:27Z,2026-05-18T05:51:23Z
pear-devs/pear-desktop,31707,1815,163,657,21689,1815,TypeScript,True,False,True,11,2585,2019-04-19T18:14:40Z,2026-05-15T22:11:41Z
facebook/rocksdb,31685,6824,982,1511,240544,6824,C++,True,True,True,2,4917,2012-11-30T06:16:18Z,2026-05-16T18:20:47Z
ianstormtaylor/slate,31679,3322,296,658,26789,3322,TypeScript,False,False,True,8,3621,2016-06-18T01:52:42Z,2026-05-14T05:32:12Z
ReactiveX/rxjs,31679,2992,444,295,49357,2992,TypeScript,False,False,True,2,4082,2015-03-15T06:17:10Z,2025-02-23T20:54:32Z
tailscale/tailscale,31679,2569,200,4301,80423,2569,Go,True,False,True,6,2298,2020-01-31T22:00:03Z,2026-05-17T23:18:53Z
Chanzhaoyu/chatgpt-web,31670,10856,1,1,6223,10856,Vue,True,False,True,0,1194,2023-02-09T03:21:37Z,2024-08-16T15:26:57Z
Hmbown/DeepSeek-TUI,31644,2673,130,402,35789,2673,Rust,True,False,True,6,118,2026-01-19T18:21:01Z,2026-05-17T10:15:55Z
hehonghui/awesome-english-ebooks,31618,2604,752,0,14490446,2604,CSS,True,False,False,6,1420,2022-06-28T02:45:44Z,2026-05-15T21:46:30Z
VectifyAI/PageIndex,31602,2711,134,153,24277,2711,Python,False,False,True,12,412,2025-04-01T10:53:54Z,2026-05-15T10:10:51Z
alpinejs/alpine,31583,1364,222,1,8967,1364,HTML,False,False,True,0,2362,2019-11-28T13:51:55Z,2026-05-11T02:59:12Z
DevToys-app/DevToys,31529,1751,157,330,229285,1751,C#,False,False,True,19,1692,2021-09-29T01:40:41Z,2026-02-25T11:53:38Z
ValveSoftware/Proton,31513,1443,386,5085,153144,1443,C++,True,False,True,1,2987,2018-03-13T18:45:27Z,2026-05-18T00:57:21Z
dgtlmoon/changedetection.io,31513,1778,104,335,24482,1778,Python,True,False,True,20,1936,2021-01-27T16:03:30Z,2026-05-16T08:18:24Z
influxdata/influxdb,31497,3704,702,2144,209657,3704,Rust,False,False,True,8,4616,2013-09-26T14:31:10Z,2026-05-15T23:36:08Z
CopilotKit/CopilotKit,31497,4069,159,488,744383,4069,TypeScript,True,False,True,20,1064,2023-06-19T04:08:31Z,2026-05-18T06:00:19Z
eriklindernoren/ML-From-Scratch,31487,5273,966,73,553,5273,Python,True,False,True,7,3388,2017-02-05T12:11:23Z,2023-10-15T06:05:06Z
VSCodium/vscodium,31466,1708,232,132,33230,1708,Shell,False,False,True,5,2834,2018-08-13T14:26:58Z,2026-05-18T08:05:50Z
coolsnowwolf/lede,31449,19342,713,844,319573,19342,C,True,False,True,5,3176,2017-09-06T07:39:03Z,2026-05-17T08:08:37Z
shardeum/shardeum,31448,705,295,87,29293,705,TypeScript,False,False,True,8,761,2024-04-16T22:37:25Z,2025-09-15T10:43:50Z
donnemartin/interactive-coding-challenges,31433,4638,959,75,7768,4638,Python,True,False,True,10,4037,2015-04-28T21:36:39Z,2024-05-08T23:07:36Z
zeroclaw-labs/zeroclaw,31413,4622,69,482,100849,4622,Rust,True,True,True,8,94,2026-02-13T08:56:04Z,2026-05-18T06:34:52Z
qdrant/qdrant,31374,2269,150,536,52540,2269,Rust,False,True,True,20,2178,2020-05-30T21:37:01Z,2026-05-18T08:30:54Z
iawia002/lux,31365,3303,380,542,2566,3303,Go,False,False,True,13,3004,2018-02-24T11:29:03Z,2026-03-29T18:18:56Z
refined-github/refined-github,31350,1755,227,109,27556,1755,TypeScript,True,False,True,7,3744,2016-02-15T16:45:02Z,2026-05-18T08:55:12Z
mathiasbynens/dotfiles,31346,8524,653,188,850,8524,Shell,False,False,True,3,5368,2011-09-05T18:07:54Z,2024-08-05T19:06:13Z
XIU2/TrackersListCollection,31306,1783,332,1,17183,1783,,False,True,False,11,2418,2019-10-03T15:55:07Z,2026-05-18T00:35:47Z
parallax/jsPDF,31226,4801,471,112,142705,4801,JavaScript,False,True,True,1,6006,2009-12-06T14:56:32Z,2026-04-16T04:18:49Z
docsifyjs/docsify,31206,5817,266,103,30696,5817,JavaScript,True,True,True,8,3466,2016-11-20T07:55:43Z,2026-05-15T08:21:50Z
fabricjs/fabric.js,31170,3626,463,464,247708,3626,TypeScript,True,False,True,0,5821,2010-06-09T22:24:38Z,2026-05-17T06:59:16Z
tqdm/tqdm,31160,1448,210,612,6053,1448,Python,True,True,True,20,4001,2015-06-03T13:13:14Z,2026-02-14T00:27:00Z
